timestep kinetic_energy potential_energy total_energy
1570 249.18523725095844 -473.00072676269946 -223.81548951174102
1580 246.0987137779062 -469.8032130438321 -223.7044992659259
1590 240.0888444509356 -463.6826930627678 -223.5938486118322
1600 264.904987002849 -489.1380359197362 -224.23304891688718
1610 229.73902397618318 -453.61852198937925 -223.87949801319607
1620 262.3811374628244 -485.82336708633306 -223.44222962350864
1630 238.2863291530091 -461.5677851196127 -223.28145596660363
1640 274.27283456385504 -497.83527096307245 -223.5624363992174
1650 261.18474864012137 -484.37290234574266 -223.1881537056213
1660 262.1728455048192 -485.8384304526426 -223.66558494782345
1670 246.35310233919148 -470.88479719062605 -224.53169485143457
1680 248.57620640579557 -472.24433756388987 -223.6681311580943
1690 244.03930003372412 -466.99149593896516 -222.95219590524104
1700 243.04709428681437 -465.8380691633477 -222.79097487653334
1710 247.355165894966 -471.2740119695481 -223.9188460745821
1720 242.51222776973253 -466.70054346146827 -224.18831569173574
1730 265.2120482692526 -489.1945356919294 -223.9824874226768
1740 268.68496893990647 -491.3950272254188 -222.71005828551233
1750 262.33686252203375 -484.7974644269255 -222.46060190489175
1760 239.89989428094987 -461.2509339259153 -221.35103964496545
1770 248.9997313392804 -470.69450760900344 -221.69477626972304
1780 221.10488959876747 -442.8758963902669 -221.77100679149945
1790 279.0206063420004 -502.12767267618176 -223.10706633418135
1800 266.32065614944025 -488.4741507064919 -222.15349455705166
1810 247.7514704787915 -469.73248228236923 -221.98101180357773
1820 256.14392552656045 -478.67227510204674 -222.5283495754863
1830 220.82990236996235 -443.49371784416155 -222.6638154741992
1840 239.6513129025283 -463.1162633289722 -223.4649504264439
1850 258.5820999076025 -481.49173955374886 -222.90963964614633
1860 239.65790296622478 -462.97168935749903 -223.31378639127425
1870 256.0815312595543 -480.1288231868997 -224.04729192734538
1880 252.81575076742337 -476.0082982227399 -223.19254745531651
1890 249.57990932873946 -471.5823516659227 -222.00244233718325
1900 230.62843377342358 -453.5990324991536 -222.97059872573004
1910 258.30188263558887 -481.8263002092994 -223.52441757371054
1920 246.96634375651536 -472.195333429093 -225.22898967257765
1930 235.75976175591813 -459.81793821367074 -224.0581764577526
1940 255.89931548259355 -479.5921353426965 -223.69281986010296
1950 264.9658255302862 -486.5299218626163 -221.56409633233005
1960 241.88470751875357 -465.3267290890209 -223.44202157026731
1970 237.2009381577829 -461.0383765217635 -223.8374383639806
1980 249.01615669321714 -473.7983991485712 -224.78224245535407
1990 262.53947195035624 -485.76822320579294 -223.2287512554367
2000 257.0322556940927 -480.5100540640524 -223.47779836995966
2010 253.02845781333758 -477.0083988486903 -223.97994103535274
2020 250.20200478171787 -473.984055902416 -223.78205112069813
2030 244.5720517767817 -468.01086929145373 -223.43881751467202
2040 237.89332075550445 -462.1374715152722 -224.24415075976773
2050 228.32694920087832 -452.55210568925315 -224.22515648837484
2060 231.45460233178403 -454.94498808362624 -223.4903857518422
2070 235.85042727608115 -458.66134769575507 -222.81092041967392
2080 243.96509156347557 -467.22081014848106 -223.2557185850055
2090 239.1586263074658 -462.3465310482998 -223.18790474083403
2100 264.6093078034388 -488.44206498636487 -223.83275718292606
2110 251.11046080568727 -474.6555083779375 -223.54504757225024
2120 259.7946064517553 -482.98619076033754 -223.1915843085822
2130 246.78286501809242 -469.78808553917355 -223.00522052108113
2140 252.28529969016103 -475.15070760934907 -222.86540791918804
2150 271.69731298085514 -495.8388616340981 -224.14154865324298
2160 252.13161908192308 -476.87342495676046 -224.74180587483738
2170 244.97864869448696 -469.821374913434 -224.84272621894704
2180 232.6961081196487 -456.45222125819674 -223.75611313854805
2190 265.1645426819631 -488.15685901317255 -222.99231633120945
2200 255.56255253438067 -478.7170252379771 -223.15447270359644
2210 262.09597143989964 -485.5564627795943 -223.46049133969467
2220 254.06405376199558 -478.0490894488194 -223.98503568682384
2230 245.28179059977722 -469.2496523682024 -223.9678617684252
2240 245.96235954834827 -468.5466951438179 -222.5843355954696
2250 244.2052689151833 -466.8280063988474 -222.62273748366408
2260 238.75750713799152 -462.51814874950594 -223.76064161151442
2270 248.10766653273924 -472.382179677414 -224.27451314467476
2280 221.31402601936404 -444.81320965115253 -223.4991836317885
2290 241.7955830443578 -465.2486878188788 -223.453104774521
2300 243.61096133509892 -467.2312855870944 -223.6203242519955
2310 262.11389574597604 -484.6749031080613 -222.56100736208526
2320 264.6312379603462 -486.8928707857824 -222.2616328254362
2330 263.9457549087064 -487.4814526122958 -223.5356977035894
2340 246.64578376861834 -470.0415778727645 -223.39579410414615
2350 236.12957801068075 -458.1002348609209 -221.97065685024018
2360 259.278377618741 -482.0136822435327 -222.7353046247917
2370 258.7039642199349 -480.3539950039906 -221.65003078405567
2380 268.9424721988842 -489.5895378259715 -220.64706562708727
2390 248.85972750208265 -470.2676660109205 -221.40793850883784
2400 239.54347085098053 -461.3760766458763 -221.83260579489578
2410 255.458537245225 -478.33660453393634 -222.87806728871135
2420 248.06244388206972 -470.60695287392997 -222.54450899186025
2430 243.25179147168882 -465.3740191517194 -222.12222768003056
2440 250.55801004772658 -474.2109082923693 -223.65289824464273
2450 270.18672569735094 -493.8964708564896 -223.70974515913866
2460 239.96374993649437 -462.8709162351741 -222.90716629867973
2470 246.96596753937843 -470.2950752551068 -223.32910771572836
2480 250.1265519840654 -473.6379692848155 -223.51141730075008
2490 213.61106122619995 -437.0011790003189 -223.39011777411898
2500 259.0761874356619 -482.29688969956544 -223.22070226390355
2510 233.99564799907145 -457.6344956718424 -223.63884767277094
2520 233.15776378393733 -456.1302478381717 -222.9724840542344
2530 237.46190428741014 -460.63500827314084 -223.1731039857307
2540 234.1097139651467 -457.1066220708964 -222.99690810574967
2550 260.2694102361104 -482.5616522312951 -222.29224199518472
2560 245.32833440123161 -468.51372807306007 -223.18539367182845
2570 238.493180579734 -462.2298913811199 -223.7367108013859
2580 262.4297336725372 -485.6632889614029 -223.23355528886566
2590 251.62294060607996 -474.90288140095237 -223.2799407948724
2600 275.63643314004145 -497.9820586045488 -222.34562546450735
2610 237.51095961366406 -461.0531436860309 -223.54218407236687
2620 242.66608320563725 -467.1892408721102 -224.52315766647294
2630 241.6313318797898 -464.32997505883657 -222.69864317904677
2640 240.9185224019036 -463.33773891019894 -222.41921650829534
2650 257.81014679713564 -480.1648897318799 -222.35474293474425
2660 253.91323635690685 -475.9132437365831 -222.00000737967628
2670 251.48890076153418 -473.54928075582865 -222.06037999429446
2680 264.8884072864436 -487.9856125588105 -223.09720527236686
2690 259.4845000957961 -482.8397342108947 -223.3552341150986
2700 234.44483224518265 -457.67776273274296 -223.2329304875603
2710 224.0869629188525 -447.4002283541729 -223.3132654353204
2720 252.02845931173093 -476.03193394326837 -224.00347463153744
2730 260.8071501532304 -484.2590281045219 -223.45187795129152
2740 237.74517478282442 -460.9346144407525 -223.1894396579281
2750 245.68090465398453 -469.2955260862229 -223.61462143223835
2760 256.8796193850728 -480.1914849547081 -223.3118655696353
2770 268.18407741073804 -490.542074813917 -222.35799740317896
2780 260.5853937506527 -483.91976921467096 -223.33437546401825
2790 251.6216496582306 -475.40082778281845 -223.77917812458784
2800 233.78481690379326 -457.273449684844 -223.48863278105077
2810 250.92939292411376 -474.7142032185766 -223.78481029446283
2820 233.18299605812896 -455.68992638538543 -222.50693032725647
2830 272.12391731236573 -495.35752352405666 -223.23360621169093
2840 234.97319484378096 -457.7249992242526 -222.75180438047164
2850 254.31854505801513 -477.66125923991467 -223.34271418189954
2860 245.32021448681306 -467.93665944812034 -222.61644496130728
2870 244.99026659631048 -468.17971051282154 -223.18944391651107
2880 243.57667430548602 -465.5850201687158 -222.00834586322978
2890 240.79781954464383 -463.96467072786555 -223.16685118322172
2900 239.74382256042455 -463.34287582844945 -223.5990532680249
2910 230.1995727550805 -453.8621845847733 -223.66261182969276
2920 237.26387466413007 -459.59284431070074 -222.32896964657067
2930 276.35000035144213 -499.4608823416501 -223.110881990208
2940 246.4677875456555 -468.94115485901824 -222.47336731336273
2950 258.035754400793 -481.36316330089625 -223.32740890010325
2960 265.1926784006043 -487.7667778352287 -222.57409943462443
2970 255.67116669515272 -478.7741388487201 -223.10297215356738
2980 259.59147184837553 -483.96474142006326 -224.37326957168773
2990 249.94145318162674 -473.5932773274099 -223.65182414578317
3000 248.14361343399923 -471.92817931248777 -223.78456587848854
3010 271.0286760084855 -494.97314962406085 -223.94447361557536
3020 252.23790699642782 -475.72964575161967 -223.49173875519185
3030 261.0918983105272 -485.77298898608205 -224.68109067555486
3040 252.60948483374978 -476.0655732662028 -223.45608843245304
3050 252.2232920271359 -475.698764132784 -223.4754721056481
3060 244.3456299092523 -466.21389718198964 -221.86826727273734
3070 245.33000613998954 -469.18426209447716 -223.85425595448763
3080 243.58528877957593 -466.52540552034407 -222.94011674076813
3090 246.03391364976866 -468.5600601175434 -222.52614646777474
3100 250.87465175741823 -475.22139567952553 -224.3467439221073
3110 239.25858247415263 -462.7935358997225 -223.53495342556985
3120 251.37730505642205 -475.189314888372 -223.81200983194995
3130 263.3020347857375 -487.06917900283094 -223.76714421709346
3140 270.13464539498796 -493.76305464460114 -223.62840924961318
3150 246.59133791670342 -471.21869039974973 -224.6273524830463
3160 274.6443606529464 -498.4861353578245 -223.8417747048781
3170 243.92091410345108 -465.83643413024856 -221.91552002679748
3180 252.80555728606123 -474.9110536270276 -222.1054963409664
3190 244.20204555329178 -465.38425287300373 -221.18220731971195
3200 254.22696481493156 -476.1957404750669 -221.96877566013532
3210 254.99149266530887 -477.1786767922078 -222.18718412689893
3220 266.7067664958886 -487.9203488952382 -221.2135823993496
3230 255.10430950790828 -476.9123231829236 -221.80801367501533
3240 272.0947043433354 -495.7455128601422 -223.65080851680676
3250 279.9955088293036 -503.70504806450987 -223.70953923520625
3260 246.82668616229967 -470.154484999559 -223.3277988372593
3270 256.5685411106102 -479.01276561898504 -222.44422450837482
3280 236.58750688907816 -460.0003808447413 -223.41287395566314
3290 251.5733938198517 -474.11215766139554 -222.53876384154384
3300 245.64680370402 -468.38572386366275 -222.73892015964276
3310 255.5921985466474 -479.3968152429333 -223.8046166962859
3320 225.4260231327048 -448.8024713407643 -223.37644820805951
3330 245.2777711185083 -468.3318202053392 -223.05404908683093
3340 264.1433749705434 -487.25348657981675 -223.11011160927336
3350 242.25543418202497 -465.82000222886376 -223.5645680468388
3360 248.56902074532624 -473.4035868217153 -224.83456607638905
3370 238.13645533104076 -462.77460365195566 -224.6381483209149
3380 254.4711834837341 -478.04073984016054 -223.56955635642643
3390 244.6034299634255 -468.20342372136514 -223.59999375793964
3400 251.12553688335709 -475.75515423036194 -224.62961734700485
3410 247.23031461731338 -470.65985749419787 -223.42954287688448
3420 240.01413436645646 -463.9566298926743 -223.94249552621784
3430 264.9533473942027 -488.8013848303323 -223.84803743612963
3440 246.94067151286 -470.8716668092852 -223.9309952964252
3450 267.7625890033659 -491.45290565907266 -223.69031665570674
3460 236.82885011010603 -461.1915270460129 -224.36267693590685
3470 235.08802596811884 -459.50163621892966 -224.41361025081082
3480 265.71697312534957 -488.96704311249135 -223.25006998714179
3490 246.24878866544472 -469.5408397681098 -223.29205110266506
3500 275.6916073637378 -499.2004407627875 -223.5088333990497
3510 258.0013979080269 -481.8326070720538 -223.83120916402692
3520 237.50527737596704 -461.45868113375155 -223.9534037577845
3530 258.68244442151 -482.047266690788 -223.36482226927797
3540 240.08945342930042 -463.7720085106553 -223.6825550813549
3550 250.81539606882157 -473.93729405947266 -223.1218979906511
3560 248.25458518569354 -471.88092779601044 -223.6263426103169
3570 245.27832399842237 -469.16347711619994 -223.88515311777758
3580 230.0680164174445 -454.0877400896811 -224.0197236722366
3590 258.3546402886233 -481.99474916786966 -223.64010887924638
3600 270.7541556158416 -494.14454343967594 -223.39038782383432
3610 252.09160386472158 -474.6429821950987 -222.5513783303771
3620 249.86313572009354 -473.9003171810325 -224.03718146093897
3630 230.60276553121582 -454.6095005792381 -224.00673504802228
3640 251.71203181521292 -475.081887355763 -223.36985554055008
3650 242.95949690496886 -465.8464975778718 -222.88700067290293
3660 243.08194361155336 -465.65145518209033 -222.56951157053697
3670 266.37560510241786 -488.9666284880383 -222.59102338562042
3680 264.0380588458818 -486.3959205836735 -222.35786173779172
3690 233.44110173187414 -456.2198730538427 -222.77877132196858
3700 251.7345378903804 -475.26489566692766 -223.53035777654725
3710 235.51847844068814 -458.88884146681994 -223.3703630261318
3720 227.79223921142676 -450.47491386758406 -222.6826746561573
3730 256.1852668594967 -479.1169149668192 -222.93164810732247
3740 243.8402698295434 -466.20086109865144 -222.36059126910806
3750 251.0763899330021 -473.5873995201516 -222.51100958714952
3760 265.07900342292515 -487.13187555441317 -222.05287213148802
3770 263.1322792393764 -485.6024615677684 -222.470182328392
3780 243.02787107485563 -466.13753753028647 -223.10966645543084
3790 227.11191941423536 -450.7858038845217 -223.67388447028637
3800 273.92151692586964 -497.06556683867905 -223.1440499128094
3810 243.17893726212844 -466.0637612615168 -222.88482399938835
3820 245.55638650507126 -468.1293781162061 -222.57299161113485
3830 267.6616230482277 -490.52967983205104 -222.86805678382336
3840 281.1683643886262 -504.7232167679473 -223.55485237932112
3850 235.23747349326646 -458.71274594534736 -223.4752724520809
3860 243.58253433741942 -466.86052192538125 -223.27798758796183
3870 248.3504367438698 -471.6978991611706 -223.3474624173008
3880 246.99647118989964 -469.9004228279934 -222.90395163809376
3890 228.32795385721496 -451.36970069540325 -223.0417468381883
3900 239.2762581189468 -462.02387164217674 -222.74761352322994
3910 234.19817012142215 -456.1186373725679 -221.92046725114574
3920 260.5844767782428 -482.28454730166305 -221.70007052342027
3930 245.21090703034443 -468.07421502232216 -222.86330799197773
3940 241.01604510223555 -463.6723310786782 -222.65628597644266
3950 216.54214417720985 -438.88829844480557 -222.34615426759572
3960 257.86113123712965 -481.7862907731661 -223.92515953603646
3970 245.89996823242112 -470.7091576382268 -224.8091894058057
3980 239.609292763837 -464.51494897750996 -224.90565621367296
3990 237.51984569863552 -462.6492381199731 -225.1293924213376
4000 264.2960081720704 -488.5366753028742 -224.24066713080379
4010 248.43808135758908 -473.50296964391976 -225.06488828633067
4020 251.48436813494695 -476.09676869725865 -224.6124005623117
4030 252.57290092883673 -476.01276783909384 -223.4398669102571
4040 270.54015470547995 -494.44290804816904 -223.9027533426891
4050 246.13471254645395 -468.69713849016966 -222.5624259437157
4060 272.40030363729574 -494.8014647437581 -222.40116110646238
4070 244.5432519313505 -468.04815445123734 -223.50490251988683
4080 233.12884123822658 -457.66477693702745 -224.53593569880087
4090 257.8315190122425 -481.0245466413753 -223.1930276291328
4100 280.1840467701541 -503.04288904125093 -222.85884227109682
4110 244.95629862530419 -467.9638458012884 -223.00754717598423
4120 240.54534444765986 -464.14426952499133 -223.59892507733147
4130 249.57458169797104 -472.32985312176277 -222.75527142379173
4140 250.8914476230086 -474.339149347274 -223.4477017242654
4150 271.403600971467 -494.67387107991937 -223.2702701084524
4160 240.7091148043177 -464.4590728996346 -223.74995809531688
4170 256.51379408241763 -480.45327356075154 -223.9394794783339
4180 244.59247950954995 -469.11229711583496 -224.51981760628502
4190 259.03532262781397 -482.7383629269666 -223.70304029915263
4200 232.78889796028463 -456.1979926152703 -223.4090946549857
4210 258.63301530277494 -482.022962877515 -223.38994757474006
4220 248.57024242704094 -470.9461553240973 -222.37591289705634
4230 246.20764851041224 -469.2885700939792 -223.08092158356698
4240 248.38312159080067 -473.4765925383285 -225.0934709475278
4250 252.9474317782034 -476.5041408967028 -223.55670911849938
4260 240.79603725070857 -465.39645123437265 -224.60041398366408
4270 243.41283968186733 -467.7224322322762 -224.3095925504089
4280 242.57660165819996 -466.6655166729157 -224.08891501471575
4290 251.31029065793572 -474.8509338664041 -223.54064320846837
4300 251.87934295511545 -476.13024477360943 -224.250901818494
4310 231.69626568571874 -454.97340227800817 -223.27713659228942
4320 228.07117368823657 -452.6197855640958 -224.54861187585925
4330 256.1511068896049 -480.52074801157505 -224.36964112197018
4340 259.70638203252884 -483.41906521135974 -223.7126831788309
4350 249.45093104517989 -472.2716636871714 -222.8207326419915
4360 271.90986792211135 -496.48553141700546 -224.57566349489412
4370 253.94513907490418 -476.6590291319192 -222.71389005701505
4380 232.57536592205435 -456.0229194766191 -223.44755355456476
4390 235.4438899123502 -459.3451777610326 -223.9012878486824
4400 244.39882394817693 -467.866423645253 -223.46759969707608
4410 233.90802094502516 -457.48656142943406 -223.5785404844089
4420 252.8670090912724 -475.20995455100905 -222.34294545973665
4430 258.8722950912039 -482.7922015771633 -223.91990648595942
4440 234.400176918125 -457.6267649547199 -223.22658803659488
4450 266.76042873640233 -490.897859257167 -224.13743052076467
4460 221.5778593751529 -444.71943700072563 -223.14157762557272
4470 236.85060955791013 -459.4742480637702 -222.62363850586004
4480 257.014389393724 -479.1117497569205 -222.09736036319651
4490 244.66061935506517 -467.20370074367213 -222.54308138860696
4500 249.33659406985734 -472.06985439670143 -222.7332603268441
4510 246.17972087124468 -469.699980429065 -223.52025955782034
4520 250.2345561588184 -474.4375616613705 -224.20300550255212
4530 263.0901683613708 -487.66797346498373 -224.57780510361295
4540 251.8392917440578 -477.63960061588085 -225.80030887182306
4550 256.41220007172774 -481.79047151496826 -225.37827144324052
4560 226.06468480563674 -449.4916259526116 -223.42694114697488
4570 255.84352195263494 -479.66184492452237 -223.81832297188743
4580 241.9942194469533 -465.88128069970605 -223.88706125275274
4590 234.7774712319066 -459.8864921866251 -225.10902095471852
4600 237.0504569269468 -462.501838518262 -225.4513815913152
4610 232.89350947921542 -456.57342688088687 -223.67991740167145
4620 248.4807647616575 -472.1344079661668 -223.6536432045093
4630 236.9158770996654 -459.8326107607632 -222.9167336610978
4640 259.07229400961495 -481.3394937120258 -222.26719970241084
4650 274.40031175759646 -497.29982831695577 -222.8995165593593
4660 225.9668033940639 -448.98360001496377 -223.01679662089987
4670 228.63315462267514 -451.9803067857545 -223.3471521630794
4680 252.96773853866773 -475.62673454476794 -222.6589960061002
4690 268.3801419187429 -492.14058678581 -223.76044486706712
4700 268.3858133776258 -491.89038507130795 -223.50457169368212
4710 243.9669305415818 -466.2816189644707 -222.31468842288888
4720 259.1981489385481 -481.5728517967612 -222.37470285821308
4730 253.874108036092 -477.0065231013369 -223.13241506524488
4740 235.29851373644823 -459.1490302485062 -223.850516512058
4750 242.0240823998205 -465.3791629976253 -223.35508059780483
4760 265.36839710150724 -489.0159287929416 -223.64753169143438
4770 260.46168078671985 -483.978880647045 -223.51719986032515
4780 252.41896675181317 -477.0856982619427 -224.66673151012952
4790 243.16423138091884 -467.15133214356575 -223.98710076264692
4800 237.60508391571028 -460.46769868684237 -222.8626147711321
4810 244.9181278795731 -468.20585383650985 -223.28772595693675
4820 228.43676621933503 -451.29244392301723 -222.8556777036822
4830 263.8373866290492 -486.3869647914631 -222.54957816241387
4840 263.6343674721192 -485.37495686920636 -221.74058939708715
4850 244.28391961355376 -466.5634844209299 -222.27956480737615
4860 251.517076182632 -474.95714868078056 -223.44007249814857
