timestep kinetic_energy potential_energy total_energy
4870 249.86626878271198 -472.89584024800433 -223.02957146529235
4880 252.27152641797042 -474.9271655625434 -222.65563914457297
4890 260.41962673656946 -484.103827261105 -223.68420052453553
4900 236.8698881060019 -460.5256399610775 -223.6557518550756
4910 261.9166847234279 -485.7168601132537 -223.80017538982577
4920 250.7416560141429 -474.6803590980405 -223.93870308389762
4930 244.00825852018903 -467.9376412335861 -223.92938271339705
4940 245.98336661217348 -470.34732576041074 -224.36395914823726
4950 262.1927958531726 -485.93376900399016 -223.74097315081758
4960 238.4393202212125 -461.4825357195342 -223.0432154983217
4970 235.88199075047802 -458.7494396566568 -222.8674489061788
4980 251.7824349513424 -476.0989256264279 -224.3164906750855
4990 239.02089627290417 -463.44073710194135 -224.41984082903718
5000 255.87235284916076 -479.130757063191 -223.25840421403026
5010 260.2204385199738 -483.33965511891574 -223.11921659894193
5020 251.8057803964516 -474.4964460023362 -222.6906656058846
5030 233.60210515724344 -456.1221586810922 -222.52005352384873
5040 255.1016681014466 -477.77953101171596 -222.67786291026937
5050 259.6074477447736 -481.99160824374 -222.38416049896642
5060 239.2957864083181 -461.6486073382983 -222.3528209299802
5070 249.4279434539904 -472.4951666738888 -223.06722321989838
5080 254.66370000167188 -478.5433115665962 -223.8796115649243
5090 266.931231363509 -490.6774451404992 -223.74621377699015
5100 250.0619492730167 -473.0391805676337 -222.977231294617
5110 244.86841398035673 -468.63183715202837 -223.76342317167163
5120 255.2538065889499 -480.0405952601946 -224.7867886712447
5130 248.31762562498233 -472.53544509648486 -224.21781947150254
5140 230.84154709583254 -453.91960916181966 -223.07806206598713
5150 270.11596367240736 -493.28745690080683 -223.17149322839947
5160 241.0279673850034 -464.52591971889217 -223.49795233388878
5170 256.9287300302344 -480.95568475564414 -224.02695472540972
5180 246.2601542593399 -470.6051279398039 -224.34497368046397
5190 262.1527674752955 -485.47394582967144 -223.32117835437595
5200 256.16822062316174 -480.7652798325358 -224.59705920937404
5210 236.4506155604113 -460.71953067271215 -224.26891511230085
5220 218.3952772460655 -441.58591069613453 -223.19063345006904
5230 238.0295396788944 -461.66777105637584 -223.63823137748145
5240 256.26932067603565 -478.8579002982989 -222.58857962226324
5250 279.7438576403981 -502.14628381497516 -222.40242617457704
5260 253.47672545787236 -475.60988741044554 -222.13316195257318
5270 252.50969054879178 -474.5392018704172 -222.0295113216254
5280 250.1202167905683 -473.0107790923447 -222.8905623017764
5290 267.9079273469795 -491.2630562068159 -223.35512885983644
5300 237.75115053570707 -461.25916057729125 -223.50801004158419
5310 257.7245925868407 -482.7286108314808 -225.00401824464012
5320 240.34327588965039 -464.9420161529107 -224.5987402632603
5330 265.4827296475193 -489.26568286104015 -223.78295321352084
5340 247.99012341111762 -470.4576434941845 -222.46752008306686
5350 243.82577746047951 -468.299206288562 -224.4734288280825
5360 260.13711024725393 -483.92248071397717 -223.78537046672324
5370 241.07273212703834 -465.4018131390181 -224.32908101197975
5380 263.34152288237686 -487.5094520028873 -224.16792912051045
5390 252.73602993389798 -477.7099950899665 -224.97396515606854
5400 245.61539284155904 -470.24700704612457 -224.63161420456552
5410 234.66498060526754 -460.4236115045611 -225.75863089929356
5420 240.17569308103748 -465.0725240059083 -224.8968309248708
5430 238.74837950053706 -464.04587204894705 -225.29749254841
5440 232.5058326700245 -456.22451321751237 -223.71868054748788
5450 246.68961704083975 -470.40015412647045 -223.7105370856307
5460 268.0190460340978 -492.35043051010973 -224.33138447601192
5470 254.12320199371663 -478.10721096430234 -223.9840089705857
5480 265.6386492957901 -490.00845590899036 -224.36980661320024
5490 242.09062500069223 -468.3339285403692 -226.24330353967696
5500 262.3861873334773 -486.5241044212796 -224.1379170878023
5510 241.99294562851654 -466.2143272614346 -224.22138163291808
5520 259.1273683777649 -482.9138749657096 -223.7865065879447
5530 240.66198838502453 -465.6962748361133 -225.03428645108875
5540 258.90937115980375 -483.0710483739175 -224.16167721411375
5550 231.39509381023214 -454.6420991489893 -223.24700533875716
5560 227.04984581627718 -449.9152369971447 -222.8653911808675
5570 235.87399699527668 -459.8375174113915 -223.96352041611482
5580 234.94766723954834 -459.8190765768383 -224.87140933728998
5590 245.24065369795133 -468.9771158449491 -223.73646214699775
5600 247.40554440471504 -471.2837060116957 -223.87816160698065
5610 237.03821171556967 -460.04848539930794 -223.01027368373826
5620 259.35911930749154 -482.46025930874424 -223.1011400012527
5630 249.63585356268408 -471.6925437561543 -222.05669019347022
5640 265.3480285334632 -487.3119329118697 -221.96390437840648
5650 258.02194085045767 -481.09937884374295 -223.0774379932853
5660 227.78889499817888 -449.79967108167057 -222.0107760834917
5670 261.73879938944026 -484.2021335149761 -222.46333412553582
5680 248.99564147412966 -471.3063149989502 -222.31067352482054
5690 251.28578521745143 -473.4586349489407 -222.17284973148926
5700 249.1547093665747 -472.5586376139594 -223.40392824738467
5710 240.86131550912046 -463.09723088668454 -222.23591537756408
5720 239.4604100383126 -462.9391811175976 -223.47877107928502
5730 222.90972553185173 -446.8944057000614 -223.98468016820965
5740 252.495352807916 -476.4733280973912 -223.97797528947518
5750 254.47215099848353 -477.91270346271284 -223.4405524642293
5760 236.49646470219471 -459.9460748867391 -223.44961018454438
5770 269.61979028141076 -494.12948005858004 -224.50968977716929
5780 250.18064853129962 -474.88970168749876 -224.70905315619913
5790 239.46686971289012 -463.44936964797586 -223.98249993508574
5800 253.41342947037506 -477.66479198101223 -224.25136251063716
5810 269.76741160615524 -494.57366967737715 -224.80625807122192
5820 250.01446424101354 -475.6975357871821 -225.68307154616858
5830 248.92079389139937 -473.87448399163077 -224.9536901002314
5840 232.32510110493138 -457.29080777509546 -224.96570667016408
5850 240.48334719710846 -464.27481923473016 -223.7914720376217
5860 265.83660474187855 -488.641127111361 -222.80452236948247
5870 243.92546126822464 -467.68985219045175 -223.7643909222271
5880 234.029078137192 -458.3514200324578 -224.3223418952658
5890 266.9693514684737 -490.7096127685537 -223.74026130008002
5900 246.47469044349646 -469.15544734473093 -222.68075690123447
5910 244.89025928737595 -467.83102297362865 -222.9407636862527
5920 258.9170448284061 -482.66519386364433 -223.7481490352382
5930 238.71865576018143 -462.8597110846275 -224.14105532444609
5940 237.49701253231345 -461.4867677145381 -223.98975518222463
5950 245.54991940791294 -468.9651078058619 -223.41518839794898
5960 242.9190563891453 -465.2100300338672 -222.2909736447219
5970 256.1446506603379 -479.6403625968452 -223.4957119365073
5980 250.4522748424775 -472.3061406158048 -221.8538657733273
5990 230.5652178666128 -452.2372374681577 -221.67201960154486
6000 249.73758417743358 -472.1360596432908 -222.39847546585725
6010 263.00329077465767 -485.47967118783873 -222.47638041318106
6020 255.27031053096619 -477.1641511128381 -221.89384058187193
6030 254.56690733603529 -476.07998434341596 -221.51307700738067
6040 254.95804878277187 -477.76080214488735 -222.80275336211548
6050 241.285270377046 -464.4890114635821 -223.20374108653607
6060 255.8007417816749 -479.8634311816875 -224.06268940001257
6070 240.8598938025152 -463.81009745577893 -222.95020365326374
6080 258.2581304485902 -481.1569591993838 -222.8988287507936
6090 222.36749019625964 -444.3337810064042 -221.96629081014456
6100 269.80691402743065 -492.7661268464727 -222.95921281904202
6110 253.4508738099762 -475.8195882307334 -222.36871442075721
6120 266.74505368239056 -488.3058180330982 -221.56076435070764
6130 249.49381889373385 -472.5458665629879 -223.05204766925405
6140 255.9169437426943 -480.2055102821939 -224.28856653949964
6150 252.05667662747527 -474.5770272307201 -222.52035060324482
6160 244.55667283951072 -467.84006856191866 -223.28339572240793
6170 234.61336565468258 -456.1047416511428 -221.4913759964602
6180 265.4227627205843 -486.5883376708763 -221.165574950292
6190 236.02252453309822 -458.71755394470125 -222.69502941160303
6200 257.75037069599176 -481.14973669233154 -223.39936599633978
6210 262.14190443177495 -485.14725889489574 -223.0053544631208
6220 244.44838015985036 -466.6091518956219 -222.16077173577153
6230 252.23393946133456 -474.5252952806633 -222.29135581932871
6240 250.05804695594966 -475.0220108252069 -224.96396386925724
6250 229.4300614035518 -455.00890648224185 -225.57884507869005
6260 239.6388338135012 -464.7393796968446 -225.1005458833434
6270 242.06302248068914 -466.4955303155724 -224.43250783488327
6280 253.4546178959919 -477.4645270085537 -224.00990911256181
6290 231.60736088646055 -455.3202860076692 -223.71292512120866
6300 242.7687889343019 -466.326368544642 -223.55757961034007
6310 246.4587475459593 -469.6437596476118 -223.18501210165246
6320 247.72737055850578 -469.6835022199446 -221.95613166143883
6330 241.69709726472377 -464.144343655066 -222.44724639034223
6340 253.27678216726997 -475.9768988980799 -222.70011673080995
6350 237.93170884591868 -461.4185961919476 -223.4868873460289
6360 259.31396050534835 -483.0008501302665 -223.68688962491814
6370 253.63681366482152 -477.17206223930407 -223.53524857448255
6380 235.1311956796534 -458.8829026153739 -223.7517069357205
6390 253.17828740674304 -477.12686591114795 -223.9485785044049
6400 259.2031100126258 -483.2187998326002 -224.0156898199744
6410 256.26958005588415 -481.1875874049689 -224.91800734908475
6420 230.70867631616784 -455.58907397265847 -224.88039765649063
6430 237.29759331040225 -462.0556753546529 -224.75808204425067
6440 250.87253185512628 -474.701721644249 -223.82918978912272
6450 227.94018096919385 -451.50345754918555 -223.5632765799917
6460 261.41876196148564 -484.53423578305114 -223.1154738215655
6470 267.4388363362393 -491.1293916167205 -223.6905552804812
6480 253.45499117183203 -477.01853587790924 -223.5635447060772
6490 250.38575662683948 -474.8595356342814 -224.4737790074419
6500 259.59015637322466 -483.6127191233506 -224.02256275012593
6510 251.31518131356017 -475.994995263348 -224.67981394978784
6520 247.69552661684526 -471.6835140493234 -223.98798743247812
6530 264.26249151928215 -487.7023362200327 -223.43984470075054
6540 260.1241970556333 -483.80233253442407 -223.67813547879075
6550 257.2088362384221 -481.78858461415604 -224.5797483757339
6560 265.54957187936515 -489.1458838900039 -223.59631201063877
6570 237.36414893398592 -460.5430913375147 -223.17894240352877
6580 245.85148110768952 -469.5232378009063 -223.6717566932168
6590 254.63688875110924 -478.3579488343985 -223.72106008328925
6600 252.03173589868072 -476.9363263985178 -224.90459049983707
6610 240.34911821976596 -465.56517215771294 -225.21605393794698
6620 238.33682688564866 -462.95235465679946 -224.6155277711508
6630 246.23835581672702 -468.8620395865551 -222.6236837698281
6640 270.513251283502 -493.51106303079655 -222.99781174729458
6650 243.9239318288196 -467.95348378006656 -224.02955195124696
6660 232.8964643115049 -455.70597941743154 -222.80951510592664
6670 214.7826743529655 -439.30391471199397 -224.52124035902847
6680 235.58976422950016 -458.9758978390153 -223.38613360951516
6690 232.04760605177773 -454.37591092773266 -222.32830487595493
6700 267.1362323424671 -489.51774043290584 -222.38150809043873
6710 257.9764929083125 -480.59657182522665 -222.62007891691417
6720 241.12130557203173 -463.96931159402897 -222.84800602199724
6730 233.3871152313112 -457.2848204431234 -223.8977052118122
6740 243.12226104411155 -466.1749834420115 -223.05272239789997
6750 269.5513984537352 -494.37580907388536 -224.82441062015016
6760 230.34939073848312 -454.651361150325 -224.30197041184186
6770 264.020637456533 -488.64729936485014 -224.62666190831715
6780 253.09572257949793 -478.4196146893338 -225.32389210983587
6790 239.9715243527681 -463.82586030117335 -223.85433594840524
6800 238.50306076361687 -461.7567803333419 -223.25371956972504
6810 240.78585784145318 -464.72487710640115 -223.93901926494797
6820 267.5198395505003 -491.1406139164634 -223.6207743659631
6830 235.94658431679304 -460.3480688409602 -224.40148452416716
6840 252.32594655019992 -476.9484022614904 -224.62245571129048
6850 246.0882057931814 -469.7729569896305 -223.68475119644907
6860 250.2049493547874 -474.17626990770134 -223.97132055291394
6870 264.19151631004814 -488.0270547048246 -223.83553839477645
6880 248.89769400471414 -472.3078293646367 -223.41013535992255
6890 261.4114357923526 -486.49123208151224 -225.07979628915962
6900 250.2911560015799 -474.9773706552555 -224.68621465367562
6910 245.24739846844642 -470.0453609593021 -224.7979624908557
6920 240.94160934327834 -464.23578656069276 -223.29417721741441
6930 255.73483541269457 -478.8728114319701 -223.13797601927553
6940 259.91315889602487 -481.0809308330788 -221.16777193705394
6950 250.2542319759316 -472.4097393619481 -222.1555073860165
6960 252.18490462089133 -474.47906351237606 -222.29415889148473
6970 260.8730670764748 -483.8244137844869 -222.95134670801212
6980 247.71523373389894 -470.83659474491344 -223.1213610110145
6990 246.91600873973718 -468.9580685029556 -222.04205976321842
7000 256.0309923111217 -478.2462672155263 -222.21527490440462
7010 246.02933164718468 -468.7623786434519 -222.7330469962672
7020 245.70808448533472 -469.06931154109895 -223.36122705576423
7030 240.38863104906022 -463.43724458894627 -223.04861353988605
7040 245.3309772165041 -469.49153461804 -224.16055740153593
7050 248.02287146434082 -472.00928011356604 -223.9864086492252
7060 243.99817095512577 -466.7662541546919 -222.76808319956615
7070 270.1119323347047 -492.87483344642635 -222.76290111172165
7080 257.9102171852525 -480.65877881211685 -222.74856162686433
7090 240.64097984527052 -463.2138227956341 -222.57284295036357
7100 243.05534989773793 -464.9902324002519 -221.93488250251397
7110 264.9860926981986 -488.20528335628455 -223.21919065808595
7120 243.80249362400605 -467.96364229720757 -224.16114867320152
7130 266.6439861466482 -490.91797184263703 -224.2739856959888
7140 265.99008898146786 -489.56969090685993 -223.57960192539207
7150 250.90347313890118 -474.83039352896475 -223.92692039006357
7160 240.81266068111327 -463.9955192857919 -223.18285860467861
7170 246.2582121297961 -468.2253394350379 -221.96712730524177
7180 246.13085379411956 -469.35764104865257 -223.226787254533
7190 254.39149367033318 -477.1583633947731 -222.76686972443994
7200 264.0711708432101 -487.080965504409 -223.0097946611989
7210 262.3441559389985 -485.0626588851071 -222.71850294610863
7220 264.53774442745515 -488.09635716873186 -223.5586127412767
7230 250.72200494073843 -473.56828524941557 -222.84628030867714
7240 253.4594956948722 -475.93075934815477 -222.47126365328256
7250 237.6637156445262 -461.0354156029387 -223.3716999584125
7260 255.8733007645732 -479.6338637474983 -223.7605629829251
7270 243.69404864735785 -466.76169080785775 -223.0676421604999
7280 242.85583635452963 -465.7741628082285 -222.91832645369885
7290 235.21366966045446 -457.9245311253993 -222.71086146494486
7300 252.71196335512334 -475.60733916950295 -222.8953758143796
7310 254.56602618024849 -476.5359560199074 -221.96992983965893
7320 244.59381230035018 -466.1357321850663 -221.5419198847161
7330 252.55412730394303 -473.82425961419415 -221.2701323102511
7340 242.24047242538597 -464.1160659946136 -221.87559356922765
7350 259.2194202892894 -481.4350796943483 -222.2156594050589
7360 249.7124326151258 -471.99797370707694 -222.28554109195113
7370 258.30008923393177 -480.83296201017646 -222.5328727762447
7380 245.52966169472379 -468.65928874645846 -223.12962705173467
7390 248.20658275115255 -472.03300806196404 -223.8264253108115
7400 236.36460195892565 -460.1731269865562 -223.80852502763057
7410 245.19361445999544 -469.2451104267648 -224.05149596676938
7420 248.97023308480166 -473.43351688721594 -224.46328380241428
7430 249.88796873064163 -474.0871183624727 -224.1991496318311
7440 233.34148070925016 -457.6249245353094 -224.28344382605923
7450 227.83146997143803 -451.83509234813766 -224.00362237669964
7460 240.53896798357673 -463.8635629409553 -223.3245949573786
7470 249.2449906042106 -473.0040950926373 -223.75910448842666
7480 240.76188890091902 -464.7242248335606 -223.96233593264157
7490 256.4153688836231 -480.2989871679346 -223.88361828431152
7500 251.90981015031 -475.9955057907822 -224.0856956404722
7510 258.30681919271615 -481.72620378042694 -223.4193845877108
7520 249.35648663189698 -471.460432746481 -222.103946114584
7530 249.9623089031301 -471.39439585745475 -221.43208695432466
7540 266.07662288067047 -488.58613075282256 -222.50950787215208
7550 280.2148671364445 -502.1668054530238 -221.9519383165793
7560 245.34866524800628 -467.9262265195544 -222.57756127154812
7570 253.50272886460957 -476.16599939123677 -222.6632705266272
7580 262.13318969802384 -485.2299671183306 -223.09677742030675
7590 239.24862393817335 -462.49120281875383 -223.24257888058048
7600 251.1083439826951 -475.11375469121566 -224.00541070852057
7610 274.14648218498337 -497.8537208269881 -223.7072386420047
7620 253.21375966417943 -476.3340488308764 -223.12028916669695
7630 267.3124134119114 -489.7600082047952 -222.44759479288382
7640 223.07230326890664 -446.5762181025837 -223.50391483367707
7650 260.07599092188235 -483.8782288501762 -223.80223792829383
7660 227.23693991757264 -450.407466270781 -223.17052635320837
7670 257.1551342362361 -480.131302475527 -222.97616823929087
7680 265.8362314989638 -489.1781683433667 -223.34193684440288
7690 234.9341982311749 -458.12717613680076 -223.19297790562587
7700 214.27246604636758 -438.32176221309356 -224.04929616672598
7710 261.1314509486957 -485.1693297965998 -224.0378788479041
7720 248.26236189021077 -472.0791849381362 -223.81682304792545
7730 252.73835635962317 -475.80369938703245 -223.06534302740928
7740 255.04069654768173 -477.02320005505123 -221.9825035073695
7750 257.8231795566695 -480.8725993032452 -223.04941974657567
7760 246.29436428658326 -470.13765364722195 -223.8432893606387
7770 247.91034147537405 -471.8854158373074 -223.97507436193334
7780 244.73168447710103 -468.6217268040247 -223.8900423269237
7790 238.5873186472649 -463.0868273420521 -224.4995086947872
7800 263.7585052720686 -488.55770580653694 -224.79920053446835
7810 267.0057757792761 -489.6249654798279 -222.61918970055177
7820 254.9360253520292 -477.98337434198595 -223.04734898995676
7830 257.1923759556656 -480.8238992707871 -223.63152331512146
7840 262.91708833325856 -485.2168974711484 -222.29980913788984
7850 275.02431804185125 -496.36500140797074 -221.3406833661195
7860 251.95057712670013 -474.9868703650344 -223.03629323833428
7870 229.56479618487649 -452.7110321774311 -223.1462359925546
7880 259.6454753206246 -482.7907918191556 -223.14531649853097
7890 239.4213405459255 -463.7259572008159 -224.30461665489042
7900 245.27711085320286 -470.25501910921326 -224.9779082560104
7910 257.00878798002157 -481.12469712774083 -224.11590914771926
7920 245.19755644896927 -469.797071825804 -224.59951537683472
7930 256.12416510944223 -481.2065275033623 -225.08236239392005
7940 242.13429317144238 -465.68501539599316 -223.55072222455078
7950 255.55624645387735 -479.2813862283519 -223.72513977447454
7960 268.804993609838 -492.1686725842956 -223.36367897445763
7970 256.4658436159748 -480.1905669699027 -223.7247233539279
7980 259.0269208745461 -482.52656611362085 -223.49964523907477
7990 247.03303315311496 -470.26133452622855 -223.2283013731136
8000 243.12866740244428 -466.6936441713848 -223.5649767689405
8010 251.3991518828092 -474.34971559952317 -222.95056371671396
8020 238.35944198355753 -461.6110975919061 -223.25165560834859
8030 249.27602616709763 -472.5832656702297 -223.30723950313208
8040 244.75184922987006 -468.16344670240073 -223.41159747253067
8050 250.7859839451746 -474.35304436390913 -223.56706041873454
8060 240.34704985489998 -464.5007427468467 -224.15369289194672
8070 225.0796978706665 -447.9280151512254 -222.8483172805589
8080 273.66355041194856 -496.6525555339415 -222.98900512199293
8090 255.7041222280383 -479.08688467371564 -223.38276244567734
8100 242.9161989406531 -465.23605478662756 -222.31985584597447
8110 254.9792983125862 -477.9779621921758 -222.99866387958963
8120 243.36963982838384 -466.0314233273291 -222.66178349894525
8130 251.91085290063896 -475.05522736323115 -223.1443744625922
8140 260.34657257176735 -483.00871650631734 -222.66214393455
8150 249.23228280485344 -472.33682634718235 -223.1045435423289
8160 242.18760436416528 -465.96949954807303 -223.78189518390775
8170 251.72438835120084 -475.7753856433278 -224.05099729212697
8180 246.74575365585724 -469.7021892880509 -222.95643563219363
8190 260.0588054221859 -482.56873697249364 -222.50993155030773
8200 250.59556566949203 -474.4538547949582 -223.85828912546617
8210 254.9924020068861 -479.2071407827335 -224.21473877584742
8220 249.06070461585165 -471.90863793778584 -222.8479333219342
8230 243.5106751755939 -467.6608193020108 -224.1501441264169
8240 239.5152981245056 -462.3049375440311 -222.78963941952549
8250 242.53678134014476 -465.6573799744266 -223.12059863428183
8260 235.41060707213336 -457.73130676138004 -222.32069968924668
8270 276.15890395093646 -498.9159563785208 -222.7570524275843
8280 247.78812622528528 -470.5986539461057 -222.8105277208204
8290 265.508015704471 -489.16613033024936 -223.65811462577835
8300 250.5326078457943 -473.96574306712307 -223.43313522132877
8310 245.08278711965656 -468.22013412309076 -223.1373470034342
8320 223.40778509790323 -445.8819223813619 -222.47413728345867
8330 266.08734855328174 -488.80195104037455 -222.7146024870928
8340 256.7389910667639 -478.09057222432085 -221.35158115755695
8350 238.58431491022 -461.44474665211516 -222.86043174189516
8360 251.24668444140644 -474.4017049268038 -223.15502048539736
8370 251.80157124874813 -473.74422100302917 -221.94264975428104
8380 259.9412806608536 -482.9154269231603 -222.9741462623067
8390 235.22439384376628 -458.88157158323514 -223.65717773946886
8400 250.96605707082685 -475.5568626479662 -224.59080557713938
8410 234.66870196161028 -457.8543846254163 -223.185682663806
8420 253.52720720910645 -476.4221439797245 -222.89493677061807
8430 270.46220236831505 -492.77473675461357 -222.31253438629852
8440 266.5542801142733 -489.3557741853989 -222.8014940711256
8450 254.20938309161357 -476.66568793867555 -222.45630484706197
8460 253.3299165193219 -477.05260864777813 -223.72269212845623
8470 247.10680167475724 -471.3930590108942 -224.28625733613697
8480 228.62890463693736 -452.5484905425158 -223.91958590557846
8490 234.87055784751425 -459.8065680387699 -224.93601019125566
8500 251.61113352467402 -475.50862089585013 -223.8974873711761
8510 252.11464336422776 -474.3732080409946 -222.25856467676684
8520 247.3469577249936 -470.4059594376516 -223.059001712658
8530 267.95614131359866 -489.97926488632777 -222.0231235727291
8540 250.35329587737496 -472.7828958681958 -222.42959999082083
8550 272.16595275554124 -495.14112493520213 -222.9751721796609
8560 242.99634117723724 -466.19360647875635 -223.1972653015191
8570 248.4616341645017 -472.04890017865114 -223.58726601414944
8580 240.7414276177097 -465.73628271142815 -224.99485509371846
8590 227.66455068746112 -451.20141197818094 -223.53686129071983
8600 223.7200163671415 -447.41793841236745 -223.69792204522594
8610 258.20596103538395 -481.4530484345848 -223.24708739920084
8620 255.7381009844114 -479.4224901780872 -223.68438919367577
8630 255.1153653813814 -478.6333275179253 -223.5179621365439
8640 256.00512066098827 -479.68895142398475 -223.68383076299648
8650 266.55928460221156 -489.98329072098886 -223.4240061187773
8660 241.61325620766317 -466.5237383201559 -224.91048211249276
8670 222.54719604932748 -447.7262109696338 -225.17901492030634
8680 254.26392200157585 -478.023935697903 -223.76001369632718
8690 248.80101320921406 -472.5688979213288 -223.76788471211475
8700 247.50701005119492 -472.5214218592857 -225.01441180809076
8710 258.4190788331414 -483.5397988222088 -225.12071998906742
8720 255.09697263061557 -479.80608469195505 -224.70911206133948
8730 239.8450900848792 -463.33117464210596 -223.48608455722677
8740 249.26002319242463 -472.31669411934746 -223.05667092692283
8750 253.16200446167832 -476.12425377248945 -222.96224931081113
8760 260.3270021113564 -482.4605396842582 -222.1335375729018
8770 230.84491449895012 -453.45484930264894 -222.60993480369882
8780 258.65301222324445 -482.1353319081691 -223.48231968492468
8790 243.56035419305923 -467.87165984448666 -224.31130565142743
8800 227.23671820172177 -450.6956890792287 -223.45897087750694
8810 256.488287984419 -478.7055335066499 -222.21724552223088
8820 240.51242740863822 -462.85737631542713 -222.34494890678891
8830 247.68749218399677 -471.5082263075891 -223.82073412359233
8840 243.26371482133652 -466.6327305808856 -223.3690157595491
8850 251.70368575659833 -475.3774734089549 -223.6737876523566
8860 262.2143139299839 -484.4143082972049 -222.199994367221
8870 275.1533366431514 -496.5356665147337 -221.38232987158227
8880 264.90006186703334 -487.52846612971217 -222.62840426267883
8890 244.08626928107867 -466.5664417922888 -222.48017251121013
8900 273.12119083132245 -496.07579850202944 -222.954607670707
8910 254.46882592760122 -477.6750998271801 -223.20627389957886
8920 228.22937808332674 -452.84993160050425 -224.6205535171775
8930 246.93712059370145 -471.76136044140816 -224.8242398477067
8940 237.9463477212341 -461.6509668157472 -223.7046190945131
8950 248.0334905441662 -471.24800622971884 -223.21451568555264
8960 267.655093735056 -491.7382735264072 -224.0831797913512
8970 237.73393352849766 -461.1284333312242 -223.39449980272653
8980 241.80826779027058 -465.00775450937874 -223.19948671910817
8990 240.7682963996636 -465.1430799632986 -224.374783563635
9000 234.6776910020017 -456.7906756692935 -222.11298466729178
9010 254.92754857513285 -477.54178844388395 -222.6142398687511
9020 238.41275131287267 -461.6032243632955 -223.19047305042284
9030 260.5943518133052 -483.62121775894235 -223.02686594563716
9040 275.44651798816216 -498.8727661555755 -223.42624816741335
9050 245.15583492551448 -469.8517495832593 -224.6959146577448
9060 248.61288893722366 -472.154527875452 -223.54163893822835
9070 259.6072902793861 -482.9949249329442 -223.38763465355805
9080 248.41336874747114 -472.9266514540659 -224.51328270659477
9090 243.39920198238107 -466.89935312206 -223.50015113967893
9100 253.9586398679274 -476.88019077498865 -222.92155090706126
9110 227.0815070896525 -451.37719386166594 -224.29568677201345
9120 232.34779755965414 -456.5438508693123 -224.19605330965814
9130 246.047873333191 -469.93549959741466 -223.88762626422366
9140 246.90316770995386 -470.248868969265 -223.34570125931114
9150 252.3225338563917 -474.47486606629064 -222.15233220989896
9160 243.1101386911443 -465.8507446976868 -222.74060600654252
9170 242.5793803347514 -465.81049484392054 -223.23111450916915
9180 244.3378578311014 -467.60819358884277 -223.27033575774138
9190 253.7686311198583 -476.97924633650894 -223.21061521665064
9200 233.24207555701577 -456.4575146173059 -223.21543906029012
9210 240.10666263117471 -463.13362733189706 -223.02696470072235
9220 245.11959792944876 -468.90774582552336 -223.7881478960746
9230 241.64382468530502 -465.6609964001029 -224.01717171479785
9240 244.17271815828644 -468.27623760158684 -224.1035194433004
9250 245.8490675545468 -469.3606241752136 -223.51155662066682
9260 221.64291765411832 -445.0986159364526 -223.45569828233425
9270 238.95508127220725 -461.58900699974936 -222.6339257275421
9280 258.8562102583619 -482.7582346765903 -223.9020244182284
9290 268.6090372885956 -493.0910488734408 -224.48201158484522
9300 242.10577103114656 -466.5904503952737 -224.48467936412715
9310 223.4894736554583 -448.1618095039383 -224.67233584847997
9320 235.4758738301532 -459.59335441151046 -224.11748058135726
9330 234.6945008200626 -458.3684761202652 -223.6739753002026
9340 235.3764641913937 -459.20167146690454 -223.82520727551085
9350 239.2571711068329 -461.6634046656519 -222.406233558819
9360 227.98402104573498 -450.16532677134865 -222.18130572561367
9370 243.5107765550532 -467.2781414948317 -223.76736493977847
9380 255.40326823939276 -480.20688783140236 -224.8036195920096
9390 234.88232073448145 -459.0520280134424 -224.16970727896094
9400 259.0316199356024 -483.47545372525957 -224.44383378965716
9410 267.593050436418 -490.5237423859423 -222.93069194952426
9420 249.15237418067076 -472.9783917559418 -223.82601757527104
9430 252.58738547814914 -476.05138072055075 -223.4639952424016
9440 246.95421933162262 -471.0621249818598 -224.1079056502372
9450 259.39723793947303 -483.51810748138695 -224.12086954191392
9460 241.36543067296407 -465.4399026608738 -224.07447198790976
9470 235.8808306303984 -459.30834401222285 -223.42751338182444
9480 246.1200372413347 -469.3935312679661 -223.27349402663143
9490 256.282939793809 -478.85535254221327 -222.57241274840425
9500 250.33142507845986 -473.1198729667277 -222.78844788826785
9510 237.48757088665155 -460.5106687369705 -223.02309785031895
9520 251.65399579106415 -474.96811067803196 -223.31411488696781
9530 262.52435324220704 -485.78291614722906 -223.25856290502202
9540 236.03678849571133 -459.96361176607894 -223.9268232703676
9550 248.18180868447885 -471.6223855492846 -223.44057686480576
9560 268.3055549120586 -492.0233246809869 -223.7177697689283
9570 255.4528982531 -479.55584982670047 -224.10295157360048
9580 239.9212790801699 -464.80997077667826 -224.88869169650835
9590 239.82567906168413 -463.97026372983925 -224.14458466815512
9600 244.29762983157502 -468.39022541250563 -224.0925955809306
9610 241.92332937084458 -466.1156245891746 -224.19229521833003
9620 251.5802604935421 -475.1513854257764 -223.5711249322343
9630 200.11116698995957 -423.9270121875537 -223.81584519759414
9640 253.9472873267689 -478.26269102897066 -224.31540370220176
9650 236.36433556121216 -459.90149772437894 -223.53716216316678
9660 240.8342930138974 -465.1574239098059 -224.32313089590852
9670 249.7833860303452 -472.7191778347374 -222.9357918043922
9680 228.77629886151908 -452.3683738711529 -223.59207500963385
9690 243.02570851427336 -466.4394019251318 -223.41369341085843
